,Périmètre,Date,Heures,Consommation,temperature,nebulosite,region.code,prev_conso,workday,workday_2,sun,full date
0,France,2017-05-05,00:00,54287.0,90.01006944444444,2.837037037037037,FRANCE,49560.0,1,ouvre,0,2017-05-05 00:00:00
1,France,2017-05-05,00:15,53791.0,88.99675925925926,2.8807581018518515,FRANCE,48075.0,1,ouvre,0,2017-05-05 00:15:00
2,France,2017-05-05,00:30,51841.0,87.98344907407406,2.9244791666666665,FRANCE,50499.0,1,ouvre,0,2017-05-05 00:30:00
3,France,2017-05-05,00:45,50499.0,86.97013888888887,2.968200231481482,FRANCE,51841.0,1,ouvre,0,2017-05-05 00:45:00
4,France,2017-05-05,01:00,49560.0,85.9568287037037,3.011921296296297,FRANCE,49464.0,1,ouvre,0,2017-05-05 01:00:00
5,France,2017-05-05,01:15,49464.0,85.08642939814816,3.0885127314814818,FRANCE,48916.0,1,ouvre,0,2017-05-05 01:15:00
6,France,2017-05-05,01:30,48916.0,84.21603009259262,3.165104166666667,FRANCE,49464.0,1,ouvre,0,2017-05-05 01:30:00
7,France,2017-05-05,01:45,48834.0,83.34563078703705,3.241695601851852,FRANCE,48916.0,1,ouvre,0,2017-05-05 01:45:00
8,France,2017-05-05,02:00,48138.0,82.47523148148147,3.3182870370370368,FRANCE,48478.0,1,ouvre,0,2017-05-05 02:00:00
9,France,2017-05-05,02:15,48478.0,81.83993055555554,3.3983217592592596,FRANCE,47365.0,1,ouvre,0,2017-05-05 02:15:00
10,France,2017-05-05,02:30,47365.0,81.20462962962962,3.4783564814814816,FRANCE,48478.0,1,ouvre,0,2017-05-05 02:30:00
11,France,2017-05-05,02:45,46950.0,80.5693287037037,3.5583912037037044,FRANCE,47365.0,1,ouvre,0,2017-05-05 02:45:00
12,France,2017-05-05,03:00,45893.0,79.93402777777777,3.6384259259259264,FRANCE,45390.0,1,ouvre,0,2017-05-05 03:00:00
13,France,2017-05-05,03:15,45390.0,79.65645254629631,3.708883101851853,FRANCE,45893.0,1,ouvre,0,2017-05-05 03:15:00
14,France,2017-05-05,03:30,45101.0,79.37887731481482,3.7793402777777776,FRANCE,45390.0,1,ouvre,0,2017-05-05 03:30:00
15,France,2017-05-05,03:45,44394.0,79.10130208333331,3.849797453703703,FRANCE,45101.0,1,ouvre,0,2017-05-05 03:45:00
16,France,2017-05-05,04:00,44244.0,78.82372685185186,3.9202546296296297,FRANCE,44339.0,1,ouvre,0,2017-05-05 04:00:00
17,France,2017-05-05,04:15,44339.0,79.47734375,4.005324074074074,FRANCE,44244.0,1,ouvre,0,2017-05-05 04:15:00
18,France,2017-05-05,04:30,44247.0,80.13096064814816,4.0903935185185185,FRANCE,44521.0,1,ouvre,0,2017-05-05 04:30:00
19,France,2017-05-05,04:45,44521.0,80.7845775462963,4.175462962962963,FRANCE,44247.0,1,ouvre,0,2017-05-05 04:45:00
20,France,2017-05-05,05:00,44738.0,81.43819444444446,4.260532407407409,FRANCE,44521.0,1,ouvre,0,2017-05-05 05:00:00
21,France,2017-05-05,05:15,46130.0,83.5915798611111,4.320572916666666,FRANCE,45684.0,1,ouvre,0,2017-05-05 05:15:00
22,France,2017-05-05,05:30,46909.0,85.74496527777778,4.380613425925927,FRANCE,47764.0,1,ouvre,0,2017-05-05 05:30:00
23,France,2017-05-05,05:45,47764.0,87.89835069444445,4.4406539351851855,FRANCE,46909.0,1,ouvre,0,2017-05-05 05:45:00
24,France,2017-05-05,06:00,48553.0,90.05173611111111,4.500694444444443,FRANCE,47989.0,1,ouvre,0,2017-05-05 06:00:00
25,France,2017-05-05,06:15,50358.0,94.15176504629628,4.4823206018518515,FRANCE,48553.0,1,ouvre,0,2017-05-05 06:15:00
26,France,2017-05-05,06:30,51470.0,98.25179398148147,4.46394675925926,FRANCE,49903.0,1,ouvre,1,2017-05-05 06:30:00
27,France,2017-05-05,06:45,52332.0,102.35182291666666,4.445572916666666,FRANCE,41948.0,1,ouvre,1,2017-05-05 06:45:00
28,France,2017-05-05,07:00,54006.0,106.45185185185188,4.427199074074074,FRANCE,55288.0,1,ouvre,1,2017-05-05 07:00:00
29,France,2017-05-05,07:15,55149.0,111.45098379629627,4.404311342592592,FRANCE,47711.0,1,ouvre,1,2017-05-05 07:15:00
30,France,2017-05-05,07:30,56288.0,116.45011574074074,4.381423611111111,FRANCE,49316.0,1,ouvre,1,2017-05-05 07:30:00
31,France,2017-05-05,07:45,57125.0,121.4492476851852,4.3585358796296285,FRANCE,51033.0,1,ouvre,1,2017-05-05 07:45:00
32,France,2017-05-05,08:00,57450.0,126.44837962962966,4.335648148148148,FRANCE,51886.0,1,ouvre,1,2017-05-05 08:00:00
33,France,2017-05-05,08:15,57918.0,131.17320601851853,4.2804976851851855,FRANCE,55690.0,1,ouvre,1,2017-05-05 08:15:00
34,France,2017-05-05,08:30,58022.0,135.89803240740738,4.225347222222221,FRANCE,55953.0,1,ouvre,1,2017-05-05 08:30:00
35,France,2017-05-05,08:45,58253.0,140.62285879629627,4.170196759259259,FRANCE,44555.0,1,ouvre,1,2017-05-05 08:45:00
36,France,2017-05-05,09:00,58466.0,145.34768518518518,4.115046296296296,FRANCE,45758.0,1,ouvre,1,2017-05-05 09:00:00
37,France,2017-05-05,09:15,58761.0,148.80150462962962,4.045167824074073,FRANCE,46587.0,1,ouvre,1,2017-05-05 09:15:00
38,France,2017-05-05,09:30,58721.0,152.2553240740741,3.975289351851852,FRANCE,47784.0,1,ouvre,1,2017-05-05 09:30:00
39,France,2017-05-05,09:45,58713.0,155.70914351851852,3.90541087962963,FRANCE,48407.0,1,ouvre,1,2017-05-05 09:45:00
40,France,2017-05-05,10:00,58450.0,159.16296296296298,3.8355324074074084,FRANCE,56073.0,1,ouvre,1,2017-05-05 10:00:00
41,France,2017-05-05,10:15,58375.0,161.499681712963,3.77109375,FRANCE,49262.0,1,ouvre,1,2017-05-05 10:15:00
42,France,2017-05-05,10:30,58231.0,163.8364004629629,3.7066550925925927,FRANCE,56285.0,1,ouvre,1,2017-05-05 10:30:00
43,France,2017-05-05,10:45,57667.0,166.17311921296297,3.642216435185185,FRANCE,55782.0,1,ouvre,1,2017-05-05 10:45:00
44,France,2017-05-05,11:00,57846.0,168.50983796296296,3.5777777777777766,FRANCE,57659.0,1,ouvre,1,2017-05-05 11:00:00
45,France,2017-05-05,11:15,57659.0,170.18081597222226,3.5347222222222228,FRANCE,57755.0,1,ouvre,1,2017-05-05 11:15:00
46,France,2017-05-05,11:30,57755.0,171.85179398148148,3.4916666666666667,FRANCE,57414.0,1,ouvre,1,2017-05-05 11:30:00
47,France,2017-05-05,11:45,57414.0,173.5227719907407,3.448611111111111,FRANCE,51584.0,1,ouvre,1,2017-05-05 11:45:00
48,France,2017-05-05,12:00,57610.0,175.19375000000005,3.4055555555555554,FRANCE,57230.0,1,ouvre,1,2017-05-05 12:00:00
49,France,2017-05-05,12:15,57230.0,176.5892071759259,3.369994212962963,FRANCE,57610.0,1,ouvre,1,2017-05-05 12:15:00
50,France,2017-05-05,12:30,57096.0,177.98466435185185,3.3344328703703696,FRANCE,57230.0,1,ouvre,1,2017-05-05 12:30:00
51,France,2017-05-05,12:45,57669.0,179.38012152777782,3.2988715277777776,FRANCE,55584.0,1,ouvre,1,2017-05-05 12:45:00
52,France,2017-05-05,13:00,57055.0,180.7755787037037,3.263310185185185,FRANCE,56389.0,1,ouvre,1,2017-05-05 13:00:00
53,France,2017-05-05,13:15,56389.0,181.6998842592592,3.260185185185185,FRANCE,57055.0,1,ouvre,1,2017-05-05 13:15:00
54,France,2017-05-05,13:30,55895.0,182.62418981481483,3.257060185185185,FRANCE,55490.0,1,ouvre,1,2017-05-05 13:30:00
55,France,2017-05-05,13:45,55490.0,183.5484953703704,3.253935185185185,FRANCE,55895.0,1,ouvre,1,2017-05-05 13:45:00
56,France,2017-05-05,14:00,55283.0,184.4728009259259,3.2508101851851854,FRANCE,55272.0,1,ouvre,1,2017-05-05 14:00:00
57,France,2017-05-05,14:15,55272.0,184.68515625,3.3026041666666663,FRANCE,54501.0,1,ouvre,1,2017-05-05 14:15:00
58,France,2017-05-05,14:30,54501.0,184.8975115740741,3.354398148148148,FRANCE,53866.0,1,ouvre,1,2017-05-05 14:30:00
59,France,2017-05-05,14:45,53866.0,185.10986689814808,3.4061921296296287,FRANCE,54501.0,1,ouvre,1,2017-05-05 14:45:00
60,France,2017-05-05,15:00,53070.0,185.32222222222225,3.4579861111111114,FRANCE,52981.0,1,ouvre,1,2017-05-05 15:00:00
61,France,2017-05-05,15:15,52981.0,184.5936631944444,3.522280092592593,FRANCE,52477.0,1,ouvre,1,2017-05-05 15:15:00
62,France,2017-05-05,15:30,52477.0,183.86510416666667,3.5865740740740737,FRANCE,52981.0,1,ouvre,1,2017-05-05 15:30:00
63,France,2017-05-05,15:45,52084.0,183.1365451388889,3.6508680555555566,FRANCE,52477.0,1,ouvre,1,2017-05-05 15:45:00
64,France,2017-05-05,16:00,51349.0,182.40798611111111,3.715162037037037,FRANCE,51069.0,1,ouvre,1,2017-05-05 16:00:00
65,France,2017-05-05,16:15,51069.0,180.7945023148148,3.7983506944444434,FRANCE,50636.0,1,ouvre,1,2017-05-05 16:15:00
66,France,2017-05-05,16:30,50636.0,179.18101851851853,3.8815393518518513,FRANCE,50229.0,1,ouvre,1,2017-05-05 16:30:00
67,France,2017-05-05,16:45,50229.0,177.56753472222226,3.9647280092592574,FRANCE,50636.0,1,ouvre,1,2017-05-05 16:45:00
68,France,2017-05-05,17:00,49720.0,175.9540509259259,4.047916666666667,FRANCE,49529.0,1,ouvre,1,2017-05-05 17:00:00
69,France,2017-05-05,17:15,49951.0,173.65818865740746,4.119126157407407,FRANCE,49686.0,1,ouvre,1,2017-05-05 17:15:00
70,France,2017-05-05,17:30,49973.0,171.36232638888887,4.190335648148149,FRANCE,47735.0,1,ouvre,1,2017-05-05 17:30:00
71,France,2017-05-05,17:45,49788.0,169.06646412037037,4.261545138888889,FRANCE,47538.0,1,ouvre,1,2017-05-05 17:45:00
72,France,2017-05-05,18:00,50118.0,166.7706018518519,4.332754629629629,FRANCE,50664.0,1,ouvre,1,2017-05-05 18:00:00
73,France,2017-05-05,18:15,50436.0,163.92048611111113,4.342708333333333,FRANCE,47519.0,1,ouvre,1,2017-05-05 18:15:00
74,France,2017-05-05,18:30,50854.0,161.07037037037034,4.352662037037037,FRANCE,47903.0,1,ouvre,1,2017-05-05 18:30:00
75,France,2017-05-05,18:45,50848.0,158.22025462962964,4.3626157407407415,FRANCE,47847.0,1,ouvre,1,2017-05-05 18:45:00
76,France,2017-05-05,19:00,51330.0,155.37013888888887,4.372569444444443,FRANCE,51817.0,1,ouvre,1,2017-05-05 19:00:00
77,France,2017-05-05,19:15,51331.0,152.42022569444444,4.384982638888888,FRANCE,51303.0,1,ouvre,1,2017-05-05 19:15:00
78,France,2017-05-05,19:30,51015.0,149.4703125,4.397395833333333,FRANCE,48977.0,1,ouvre,1,2017-05-05 19:30:00
79,France,2017-05-05,19:45,50469.0,146.52039930555554,4.4098090277777775,FRANCE,50157.0,1,ouvre,1,2017-05-05 19:45:00
80,France,2017-05-05,20:00,50741.0,143.57048611111114,4.422222222222222,FRANCE,49478.0,1,ouvre,1,2017-05-05 20:00:00
81,France,2017-05-05,20:15,49773.0,141.01064814814816,4.44129050925926,FRANCE,48913.0,1,ouvre,1,2017-05-05 20:15:00
82,France,2017-05-05,20:30,49237.0,138.4508101851852,4.460358796296296,FRANCE,50093.0,1,ouvre,1,2017-05-05 20:30:00
83,France,2017-05-05,20:45,49126.0,135.89097222222225,4.479427083333333,FRANCE,49426.0,1,ouvre,1,2017-05-05 20:45:00
84,France,2017-05-05,21:00,49359.0,133.33113425925924,4.49849537037037,FRANCE,49348.0,1,ouvre,1,2017-05-05 21:00:00
85,France,2017-05-05,21:15,49614.0,131.4824074074074,4.527719907407408,FRANCE,49344.0,1,ouvre,0,2017-05-05 21:15:00
86,France,2017-05-05,21:30,49768.0,129.63368055555554,4.5569444444444445,FRANCE,49338.0,1,ouvre,0,2017-05-05 21:30:00
87,France,2017-05-05,21:45,49890.0,127.7849537037037,4.586168981481481,FRANCE,51401.0,1,ouvre,0,2017-05-05 21:45:00
88,France,2017-05-05,22:00,49625.0,125.93622685185188,4.615393518518519,FRANCE,49890.0,1,ouvre,0,2017-05-05 22:00:00
89,France,2017-05-05,22:15,49890.0,124.64878472222223,4.665335648148148,FRANCE,51115.0,1,ouvre,0,2017-05-05 22:15:00
90,France,2017-05-05,22:30,50654.0,123.36134259259258,4.715277777777779,FRANCE,51192.0,1,ouvre,0,2017-05-05 22:30:00
91,France,2017-05-05,22:45,53058.0,122.07390046296295,4.765219907407407,FRANCE,50654.0,1,ouvre,0,2017-05-05 22:45:00
92,France,2017-05-05,23:00,52482.0,120.78645833333336,4.8151620370370365,FRANCE,52767.0,1,ouvre,0,2017-05-05 23:00:00
93,France,2017-05-05,23:15,52767.0,119.79866898148147,4.806018518518519,FRANCE,52440.0,1,ouvre,0,2017-05-05 23:15:00
94,France,2017-05-05,23:30,52440.0,118.8108796296296,4.796874999999999,FRANCE,52923.0,1,ouvre,0,2017-05-05 23:30:00
95,France,2017-05-05,23:45,52923.0,117.82309027777778,4.787731481481481,FRANCE,52440.0,1,ouvre,0,2017-05-05 23:45:00
96,France,2017-05-06,00:00,51485.0,116.83530092592596,4.7785879629629635,FRANCE,50916.0,2,WE,0,2017-05-06 00:00:00
97,France,2017-05-06,00:15,50916.0,115.8916087962963,4.8620370370370365,FRANCE,49091.0,2,WE,0,2017-05-06 00:15:00
98,France,2017-05-06,00:30,49091.0,114.94791666666664,4.945486111111111,FRANCE,47382.0,2,WE,0,2017-05-06 00:30:00
99,France,2017-05-06,00:45,47382.0,114.00422453703705,5.028935185185186,FRANCE,49091.0,2,WE,0,2017-05-06 00:45:00
100,France,2017-05-06,01:00,46448.0,113.06053240740742,5.112384259259258,FRANCE,46375.0,2,WE,0,2017-05-06 01:00:00
101,France,2017-05-06,01:15,46375.0,112.2674189814815,5.1883680555555545,FRANCE,46448.0,2,WE,0,2017-05-06 01:15:00
102,France,2017-05-06,01:30,45504.0,111.47430555555552,5.264351851851852,FRANCE,45277.0,2,WE,0,2017-05-06 01:30:00
103,France,2017-05-06,01:45,45277.0,110.68119212962965,5.340335648148149,FRANCE,45504.0,2,WE,0,2017-05-06 01:45:00
104,France,2017-05-06,02:00,44590.0,109.88807870370373,5.416319444444443,FRANCE,44937.0,2,WE,0,2017-05-06 02:00:00
105,France,2017-05-06,02:15,44937.0,109.38836805555556,5.501070601851853,FRANCE,43771.0,2,WE,0,2017-05-06 02:15:00
106,France,2017-05-06,02:30,43771.0,108.8886574074074,5.585821759259262,FRANCE,42926.0,2,WE,0,2017-05-06 02:30:00
107,France,2017-05-06,02:45,42926.0,108.38894675925928,5.670572916666668,FRANCE,43771.0,2,WE,0,2017-05-06 02:45:00
108,France,2017-05-06,03:00,41900.0,107.88923611111113,5.7553240740740765,FRANCE,41768.0,2,WE,0,2017-05-06 03:00:00
109,France,2017-05-06,03:15,41768.0,107.81108217592592,5.829311342592592,FRANCE,41080.0,2,WE,0,2017-05-06 03:15:00
110,France,2017-05-06,03:30,41080.0,107.73292824074072,5.903298611111111,FRANCE,40523.0,2,WE,0,2017-05-06 03:30:00
111,France,2017-05-06,03:45,40523.0,107.65477430555552,5.97728587962963,FRANCE,41080.0,2,WE,0,2017-05-06 03:45:00
112,France,2017-05-06,04:00,40321.0,107.57662037037035,6.051273148148147,FRANCE,40089.0,2,WE,0,2017-05-06 04:00:00
113,France,2017-05-06,04:15,40089.0,108.0136863425926,6.109432870370372,FRANCE,39797.0,2,WE,0,2017-05-06 04:15:00
114,France,2017-05-06,04:30,39797.0,108.45075231481479,6.167592592592592,FRANCE,40089.0,2,WE,0,2017-05-06 04:30:00
115,France,2017-05-06,04:45,39830.0,108.88781828703699,6.225752314814818,FRANCE,39797.0,2,WE,0,2017-05-06 04:45:00
116,France,2017-05-06,05:00,39616.0,109.32488425925925,6.283912037037037,FRANCE,40309.0,2,WE,0,2017-05-06 05:00:00
117,France,2017-05-06,05:15,40309.0,110.32254050925928,6.32254050925926,FRANCE,40216.0,2,WE,0,2017-05-06 05:15:00
118,France,2017-05-06,05:30,40216.0,111.32019675925926,6.361168981481483,FRANCE,40644.0,2,WE,0,2017-05-06 05:30:00
119,France,2017-05-06,05:45,40644.0,112.31785300925924,6.399797453703703,FRANCE,40216.0,2,WE,0,2017-05-06 05:45:00
120,France,2017-05-06,06:00,40543.0,113.31550925925929,6.4384259259259276,FRANCE,40907.0,2,WE,0,2017-05-06 06:00:00
121,France,2017-05-06,06:15,40907.0,114.96753472222224,6.4543981481481465,FRANCE,40543.0,2,WE,0,2017-05-06 06:15:00
122,France,2017-05-06,06:30,40743.0,116.61956018518521,6.4703703703703725,FRANCE,40622.0,2,WE,1,2017-05-06 06:30:00
123,France,2017-05-06,06:45,40622.0,118.27158564814816,6.486342592592592,FRANCE,40743.0,2,WE,1,2017-05-06 06:45:00
124,France,2017-05-06,07:00,41380.0,119.92361111111107,6.5023148148148175,FRANCE,39118.0,2,WE,1,2017-05-06 07:00:00
125,France,2017-05-06,07:15,42133.0,121.87213541666664,6.4834201388888895,FRANCE,41380.0,2,WE,1,2017-05-06 07:15:00
126,France,2017-05-06,07:30,42727.0,123.82065972222222,6.464525462962962,FRANCE,39411.0,2,WE,1,2017-05-06 07:30:00
127,France,2017-05-06,07:45,43261.0,125.76918402777777,6.445630787037038,FRANCE,39986.0,2,WE,1,2017-05-06 07:45:00
128,France,2017-05-06,08:00,44185.0,127.71770833333332,6.426736111111111,FRANCE,40625.0,2,WE,1,2017-05-06 08:00:00
129,France,2017-05-06,08:15,44866.0,129.5816550925926,6.412297453703704,FRANCE,45639.0,2,WE,1,2017-05-06 08:15:00
130,France,2017-05-06,08:30,45639.0,131.44560185185188,6.397858796296298,FRANCE,41239.0,2,WE,1,2017-05-06 08:30:00
131,France,2017-05-06,08:45,46611.0,133.30954861111113,6.383420138888887,FRANCE,41897.0,2,WE,1,2017-05-06 08:45:00
132,France,2017-05-06,09:00,47691.0,135.17349537037038,6.36898148148148,FRANCE,48211.0,2,WE,1,2017-05-06 09:00:00
133,France,2017-05-06,09:15,48211.0,136.73148148148147,6.372048611111111,FRANCE,42654.0,2,WE,1,2017-05-06 09:15:00
134,France,2017-05-06,09:30,48741.0,138.28946759259256,6.37511574074074,FRANCE,43002.0,2,WE,1,2017-05-06 09:30:00
135,France,2017-05-06,09:45,49679.0,139.84745370370374,6.37818287037037,FRANCE,48741.0,2,WE,1,2017-05-06 09:45:00
136,France,2017-05-06,10:00,49891.0,141.40543981481483,6.3812500000000005,FRANCE,50047.0,2,WE,1,2017-05-06 10:00:00
137,France,2017-05-06,10:15,50047.0,142.58741319444445,6.4046585648148175,FRANCE,50309.0,2,WE,1,2017-05-06 10:15:00
138,France,2017-05-06,10:30,50309.0,143.76938657407405,6.4280671296296275,FRANCE,50047.0,2,WE,1,2017-05-06 10:30:00
139,France,2017-05-06,10:45,50388.0,144.9513599537037,6.451475694444442,FRANCE,44585.0,2,WE,1,2017-05-06 10:45:00
140,France,2017-05-06,11:00,50711.0,146.13333333333333,6.474884259259259,FRANCE,50810.0,2,WE,1,2017-05-06 11:00:00
141,France,2017-05-06,11:15,50810.0,147.09212962962962,6.467853009259257,FRANCE,50711.0,2,WE,1,2017-05-06 11:15:00
142,France,2017-05-06,11:30,51340.0,148.05092592592595,6.460821759259257,FRANCE,51461.0,2,WE,1,2017-05-06 11:30:00
143,France,2017-05-06,11:45,51461.0,149.0097222222222,6.4537905092592585,FRANCE,51340.0,2,WE,1,2017-05-06 11:45:00
144,France,2017-05-06,12:00,51862.0,149.9685185185185,6.446759259259259,FRANCE,52518.0,2,WE,1,2017-05-06 12:00:00
145,France,2017-05-06,12:15,52518.0,150.63975694444446,6.425607638888889,FRANCE,52783.0,2,WE,1,2017-05-06 12:15:00
146,France,2017-05-06,12:30,52783.0,151.31099537037036,6.404456018518517,FRANCE,52518.0,2,WE,1,2017-05-06 12:30:00
147,France,2017-05-06,12:45,53665.0,151.9822337962963,6.383304398148147,FRANCE,52783.0,2,WE,1,2017-05-06 12:45:00
148,France,2017-05-06,13:00,52826.0,152.65347222222226,6.362152777777778,FRANCE,52274.0,2,WE,1,2017-05-06 13:00:00
149,France,2017-05-06,13:15,52274.0,153.03029513888887,6.312094907407408,FRANCE,52826.0,2,WE,1,2017-05-06 13:15:00
150,France,2017-05-06,13:30,51235.0,153.40711805555554,6.262037037037038,FRANCE,52274.0,2,WE,1,2017-05-06 13:30:00
151,France,2017-05-06,13:45,50991.0,153.78394097222224,6.2119791666666675,FRANCE,51235.0,2,WE,1,2017-05-06 13:45:00
152,France,2017-05-06,14:00,50303.0,154.1607638888889,6.161921296296296,FRANCE,50248.0,2,WE,1,2017-05-06 14:00:00
153,France,2017-05-06,14:15,50248.0,154.13203125000004,6.0999421296296275,FRANCE,50303.0,2,WE,1,2017-05-06 14:15:00
154,France,2017-05-06,14:30,49683.0,154.10329861111111,6.037962962962962,FRANCE,48784.0,2,WE,1,2017-05-06 14:30:00
155,France,2017-05-06,14:45,48784.0,154.07456597222222,5.975983796296298,FRANCE,49683.0,2,WE,1,2017-05-06 14:45:00
156,France,2017-05-06,15:00,48225.0,154.04583333333338,5.914004629629631,FRANCE,48482.0,2,WE,1,2017-05-06 15:00:00
157,France,2017-05-06,15:15,48482.0,153.50381944444442,5.8458912037037045,FRANCE,47725.0,2,WE,1,2017-05-06 15:15:00
158,France,2017-05-06,15:30,47725.0,152.96180555555554,5.777777777777778,FRANCE,46836.0,2,WE,1,2017-05-06 15:30:00
159,France,2017-05-06,15:45,46836.0,152.41979166666667,5.7096643518518535,FRANCE,47725.0,2,WE,1,2017-05-06 15:45:00
160,France,2017-05-06,16:00,46241.0,151.87777777777774,5.641550925925926,FRANCE,46016.0,2,WE,1,2017-05-06 16:00:00
161,France,2017-05-06,16:15,46016.0,150.86626157407406,5.554629629629631,FRANCE,46241.0,2,WE,1,2017-05-06 16:15:00
162,France,2017-05-06,16:30,45677.0,149.85474537037038,5.4677083333333325,FRANCE,46016.0,2,WE,1,2017-05-06 16:30:00
163,France,2017-05-06,16:45,45251.0,148.84322916666667,5.380787037037037,FRANCE,45677.0,2,WE,1,2017-05-06 16:45:00
164,France,2017-05-06,17:00,45013.0,147.83171296296294,5.293865740740742,FRANCE,45214.0,2,WE,1,2017-05-06 17:00:00
165,France,2017-05-06,17:15,45214.0,146.2333622685185,5.204716435185184,FRANCE,44895.0,2,WE,1,2017-05-06 17:15:00
166,France,2017-05-06,17:30,44895.0,144.6350115740741,5.115567129629628,FRANCE,45214.0,2,WE,1,2017-05-06 17:30:00
167,France,2017-05-06,17:45,45286.0,143.03666087962964,5.026417824074074,FRANCE,44895.0,2,WE,1,2017-05-06 17:45:00
168,France,2017-05-06,18:00,45704.0,141.43831018518517,4.937268518518519,FRANCE,42492.0,2,WE,1,2017-05-06 18:00:00
169,France,2017-05-06,18:15,45940.0,139.43284143518522,4.866319444444444,FRANCE,45704.0,2,WE,1,2017-05-06 18:15:00
170,France,2017-05-06,18:30,46234.0,137.4273726851852,4.79537037037037,FRANCE,42822.0,2,WE,1,2017-05-06 18:30:00
171,France,2017-05-06,18:45,46578.0,135.42190393518516,4.724421296296296,FRANCE,43255.0,2,WE,1,2017-05-06 18:45:00
172,France,2017-05-06,19:00,47376.0,133.41643518518518,4.653472222222223,FRANCE,44146.0,2,WE,1,2017-05-06 19:00:00
173,France,2017-05-06,19:15,47407.0,131.19033564814814,4.604484953703703,FRANCE,44401.0,2,WE,1,2017-05-06 19:15:00
174,France,2017-05-06,19:30,47318.0,128.96423611111112,4.555497685185184,FRANCE,44401.0,2,WE,1,2017-05-06 19:30:00
175,France,2017-05-06,19:45,47238.0,126.73813657407408,4.506510416666667,FRANCE,44740.0,2,WE,1,2017-05-06 19:45:00
176,France,2017-05-06,20:00,47148.0,124.51203703703705,4.457523148148149,FRANCE,44507.0,2,WE,1,2017-05-06 20:00:00
177,France,2017-05-06,20:15,46835.0,122.54184027777781,4.448119212962963,FRANCE,44420.0,2,WE,1,2017-05-06 20:15:00
178,France,2017-05-06,20:30,46487.0,120.57164351851853,4.438715277777779,FRANCE,44420.0,2,WE,1,2017-05-06 20:30:00
179,France,2017-05-06,20:45,45987.0,118.60144675925925,4.429311342592593,FRANCE,44082.0,2,WE,1,2017-05-06 20:45:00
180,France,2017-05-06,21:00,46350.0,116.63125,4.419907407407407,FRANCE,44257.0,2,WE,1,2017-05-06 21:00:00
181,France,2017-05-06,21:15,46849.0,115.29224537037035,4.402546296296295,FRANCE,46618.0,2,WE,0,2017-05-06 21:15:00
182,France,2017-05-06,21:30,46618.0,113.95324074074074,4.385185185185186,FRANCE,46849.0,2,WE,0,2017-05-06 21:30:00
183,France,2017-05-06,21:45,47070.0,112.61423611111113,4.367824074074074,FRANCE,46618.0,2,WE,0,2017-05-06 21:45:00
184,France,2017-05-06,22:00,46703.0,111.27523148148147,4.350462962962962,FRANCE,47557.0,2,WE,0,2017-05-06 22:00:00
185,France,2017-05-06,22:15,47557.0,110.37954282407406,4.397222222222221,FRANCE,46703.0,2,WE,0,2017-05-06 22:15:00
186,France,2017-05-06,22:30,48033.0,109.48385416666666,4.443981481481481,FRANCE,47557.0,2,WE,0,2017-05-06 22:30:00
187,France,2017-05-06,22:45,48382.0,108.58816550925924,4.4907407407407405,FRANCE,48033.0,2,WE,0,2017-05-06 22:45:00
188,France,2017-05-06,23:00,48730.0,107.69247685185185,4.5375000000000005,FRANCE,49079.0,2,WE,0,2017-05-06 23:00:00
189,France,2017-05-06,23:15,49079.0,107.48914930555556,4.6192418981481485,FRANCE,49428.0,2,WE,0,2017-05-06 23:15:00
190,France,2017-05-06,23:30,49428.0,107.28582175925928,4.700983796296296,FRANCE,49079.0,2,WE,0,2017-05-06 23:30:00
191,France,2017-05-06,23:45,49776.0,107.08249421296296,4.782725694444443,FRANCE,49428.0,2,WE,0,2017-05-06 23:45:00
192,France,2017-05-07,00:00,50125.0,106.87916666666663,4.864467592592591,FRANCE,49585.0,2,WE,0,2017-05-07 00:00:00
193,France,2017-05-07,00:15,49585.0,106.11657986111106,4.874681712962961,FRANCE,48113.0,2,WE,0,2017-05-07 00:15:00
194,France,2017-05-07,00:30,48113.0,105.35399305555555,4.884895833333333,FRANCE,49585.0,2,WE,0,2017-05-07 00:30:00
195,France,2017-05-07,00:45,46305.0,104.59140625,4.895109953703703,FRANCE,48113.0,2,WE,0,2017-05-07 00:45:00
196,France,2017-05-07,01:00,45400.0,103.82881944444445,4.905324074074074,FRANCE,45525.0,2,WE,0,2017-05-07 01:00:00
197,France,2017-05-07,01:15,45525.0,103.16221064814816,4.891435185185186,FRANCE,45400.0,2,WE,0,2017-05-07 01:15:00
198,France,2017-05-07,01:30,44738.0,102.49560185185186,4.8775462962962965,FRANCE,45525.0,2,WE,0,2017-05-07 01:30:00
199,France,2017-05-07,01:45,44315.0,101.82899305555556,4.863657407407407,FRANCE,44738.0,2,WE,0,2017-05-07 01:45:00
200,France,2017-05-07,02:00,43673.0,101.16238425925928,4.849768518518519,FRANCE,43864.0,2,WE,0,2017-05-07 02:00:00
201,France,2017-05-07,02:15,43864.0,100.67230902777777,4.853703703703704,FRANCE,42666.0,2,WE,0,2017-05-07 02:15:00
202,France,2017-05-07,02:30,42666.0,100.18223379629627,4.857638888888889,FRANCE,41815.0,2,WE,0,2017-05-07 02:30:00
203,France,2017-05-07,02:45,41815.0,99.69215856481482,4.861574074074075,FRANCE,42666.0,2,WE,0,2017-05-07 02:45:00
